Subject_code,foreperiod,predictability,difficulty,nanmean_score,d_prime,perf_grp
5,0.65,1,4,1,1.20658152776163,2
5,0.65,1,6,0.909090909090909,-0.932760965724627,2
5,0.65,1,8,0.8,-0.153369702286147,2
5,0.65,1,10,0.625,-3.09229245602084,2
5,0.65,3,4,1,2.03866023066218,2
5,0.65,3,6,0.5,-2.66694134747044,2
5,0.65,3,8,0.8,-1.03345294573865,2
5,0.65,3,10,0.25,-2.73152570356023,2
5,1.4,1,4,0.8,0.492024676245689,2
5,1.4,1,6,0.555555555555556,-1.22881015448732,2
5,1.4,1,8,1,-0.707199488909632,2
5,1.4,1,10,0.5,-2.20929806087513,2
5,1.4,3,4,0.833333333333333,1.38541294447525,2
5,1.4,3,6,0.25,-2.73152570356023,2
5,1.4,3,8,0.666666666666667,-0.793311963696029,2
5,1.4,3,10,0.666666666666667,-2.31878958568037,2
6,0.65,1,4,0.727272727272727,0.969710125992651,2
6,0.65,1,6,0.727272727272727,0.969710125992651,2
6,0.65,1,8,0.428571428571429,-0.201044750550166,2
6,0.65,1,10,0.333333333333333,-1.33706772507773,2
6,0.65,3,4,0.833333333333333,-0.140064677509094,2
6,0.65,3,6,1,2.03866023066218,2
6,0.65,3,8,0,-1.88082348645943,2
6,0.65,3,10,0.4,-2.60124643258729,2
6,1.4,1,4,0.714285714285714,0.918807740056007,2
6,1.4,1,6,0.625,0.568853836741578,2
6,1.4,1,8,0.444444444444444,-0.647323263955715,2
6,1.4,1,10,0.416666666666667,-1.77318289297643,2
6,1.4,3,4,0.666666666666667,0.732165658288311,2
6,1.4,3,6,0.25,-1.81623913036963,2
6,1.4,3,8,0.4,-1.45713821609904,2
6,1.4,3,10,0.666666666666667,-0.793311963696029,2
7,0.65,1,4,1,1.58101694406688,2
7,0.65,1,6,0.571428571428571,-0.0571578566973545,2
7,0.65,1,8,0.384615384615385,-1.28861632229557,2
7,0.65,1,10,0.444444444444444,-1.15581580461716,2
7,0.65,3,4,1,2.03866023066218,2
7,0.65,3,6,0.5,-0.574857751606197,2
7,0.65,3,8,0.2,-1.0969267430351,2
7,0.65,3,10,0.2,-1.0969267430351,2
7,1.4,1,4,1,2.03866023066218,2
7,1.4,1,6,0.666666666666667,-0.0305731527038589,2
7,1.4,1,8,0.714285714285714,0.502768388605732,2
7,1.4,1,10,0.307692307692308,-1.48961548727616,2
7,1.4,3,4,1,2.03866023066218,2
7,1.4,3,6,0.2,-1.0969267430351,2
7,1.4,3,8,0.5,0.0789183721013769,2
7,1.4,3,10,0.666666666666667,0.732165658288311,2
9,0.65,1,4,0.888888888888889,1.60316203987089,2
9,0.65,1,6,0.666666666666667,0.223673117626864,2
9,0.65,1,8,0.454545454545455,-0.0992399786768779,2
9,0.65,1,10,0.454545454545455,-0.753016102384452,2
9,0.65,3,4,0.714285714285714,0.918807740056007,2
9,0.65,3,6,1,1.38488410695461,2
9,0.65,3,8,0.5,-1.75165477427983,2
9,0.65,3,10,0.4,-2.60124643258729,2
9,1.4,1,4,0.875,1.09108147942668,2
9,1.4,1,6,0.444444444444444,-0.138830723294268,2
9,1.4,1,8,0.444444444444444,-0.647323263955715,2
9,1.4,1,10,0.545454545454545,-1.05047552453552,2
9,1.4,3,4,1,2.03866023066218,2
9,1.4,3,6,0.4,-1.45713821609904,2
9,1.4,3,8,0.6,0.470866743813537,2
9,1.4,3,10,0.4,-1.45713821609904,2
11,0.65,1,4,0.818181818181818,1.32602682754916,2
11,0.65,1,6,0.5,0.0789183721013769,2
11,0.65,1,8,0.25,-0.900952557179025,2
11,0.65,1,10,0.444444444444444,-1.15581580461716,2
11,0.65,3,4,1,2.03866023066218,2
11,0.65,3,6,0.25,-1.81623913036963,2
11,0.65,3,8,0.6,-0.673241472674718,2
11,0.65,3,10,0.5,0.0789183721013769,2
11,1.4,1,4,0.909090909090909,1.68234352910567,2
11,1.4,1,6,0.571428571428571,-0.473197208147629,2
11,1.4,1,8,0.555555555555556,-0.720317613825872,2
11,1.4,1,10,0.714285714285714,-0.0981773412668865,2
11,1.4,3,4,0.75,1.05878930138178,2
11,1.4,3,6,0.666666666666667,0.732165658288311,2
11,1.4,3,8,0,-2.6435622974516,2
11,1.4,3,10,0.285714285714286,-5.33740386180627,2
12,0.65,1,4,1,1.27592141967001,2
12,0.65,1,6,0.727272727272727,-0.991618245130072,2
12,0.65,1,8,0.571428571428571,-0.889236559597904,2
12,0.65,1,10,0.5,-2.20929806087513,2
12,0.65,3,4,0.5,0.0789183721013769,2
12,0.65,3,6,1,2.03866023066218,2
12,0.65,3,8,0.571428571428571,-1.92933493822359,2
12,0.65,3,10,0,-3.18837573387458,2
12,1.4,1,4,0.875,1.54872476602198,2
12,1.4,1,6,0.666666666666667,-0.0305731527038589,2
12,1.4,1,8,0.384615384615385,-2.20390289548617,2
12,1.4,1,10,0.461538461538462,-0.0718310016340694,2
12,1.4,3,4,0.666666666666667,0.732165658288311,2
12,1.4,3,6,0.666666666666667,2.03866023066218,2
12,1.4,3,8,0.25,-0.900952557179025,2
12,1.4,3,10,0.833333333333333,-0.140064677509094,2
15,0.65,1,4,1,1.58101694406688,2
15,0.65,1,6,1,0.404219921393244,2
15,0.65,1,8,0.444444444444444,-3.18978596726295,2
15,0.65,1,10,0.285714285714286,-2.42512840165435,2
15,0.65,3,4,0.857142857142857,-0.809482447617417,2
15,0.65,3,6,0.6,-0.0853189151064767,2
15,0.65,3,8,0.666666666666667,-2.31878958568037,2
15,0.65,3,10,0.666666666666667,-0.793311963696029,2
15,1.4,1,4,1,2.03866023066218,2
15,1.4,1,6,0.7,-0.853347209206685,2
15,1.4,1,8,0.7,-2.56950953393907,2
15,1.4,1,10,0.833333333333333,-0.902803488501265,2
15,1.4,3,4,1,-0.24955620231433,2
15,1.4,3,6,0.75,-0.77178384499943,2
15,1.4,3,8,1,2.03866023066218,2
15,1.4,3,10,1,2.03866023066218,2
16,0.65,1,4,0.875,1.54872476602198,2
16,0.65,1,6,0.571428571428571,-0.889236559597904,2
16,0.65,1,8,1,0.51318260867784,2
16,0.65,1,10,0.666666666666667,-1.30180450435748,2
16,0.65,3,4,0.8,1.25476348723786,2
16,0.65,3,6,0.857142857142857,-0.809482447617417,2
16,0.65,3,8,0.8,-1.03345294573865,2
16,0.65,3,10,0.666666666666667,-0.793311963696029,2
16,1.4,1,4,1,2.03866023066218,2
16,1.4,1,6,1,0.894552014173925,2
16,1.4,1,8,0.777777777777778,-1.88329139488908,2
16,1.4,1,10,1,-1.0122950133065,2
16,1.4,3,4,1,2.03866023066218,2
16,1.4,3,6,0.666666666666667,0.732165658288311,2
16,1.4,3,8,0.666666666666667,-0.793311963696029,2
16,1.4,3,10,1,-0.24955620231433,2
17,0.65,1,4,1,2.03866023066218,2
17,0.65,1,6,0.75,1.05878930138178,2
17,0.65,1,8,0.375,-1.78394695232473,2
17,0.65,1,10,0.333333333333333,-1.59131399540845,2
17,0.65,3,4,1,2.03866023066218,2
17,0.65,3,6,0.666666666666667,0.732165658288311,2
17,0.65,3,8,0.6,0.470866743813537,2
17,0.65,3,10,0.2,-1.0969267430351,2
17,1.4,1,4,1,2.03866023066218,2
17,1.4,1,6,0.8,1.25476348723786,2
17,1.4,1,8,0.5,-0.493135736142751,2
17,1.4,1,10,0.538461538461538,0.229667745836823,2
17,1.4,3,4,1,2.03866023066218,2
17,1.4,3,6,0.8,0.110655270749604,2
17,1.4,3,8,0.333333333333333,-1.33706772507773,2
17,1.4,3,10,0.5,-1.75165477427983,2
